ID,Feed,Sentiment
1270,للي مفكرين المفاعل راح يطورهم المفاعل راح يدمر الاردن المنطقه اللي حولها لان الفساد الموجود بالاردن مش موجود بدوله اخرى هذا يعني ان الفاسدين رايحين يسمسروا يلهفوا لما يوصلوا اشكل مفاعل للاردن ناسين ان المفاعل يحتاج الى بحر ماء للتبريد نحن لانملك ماء للشرب ناسين ان التطور يكون بمشاركه الجميع ليس بقرار فردي ناسين ان الذي اقر المفاعل هو المحتكر الاول هيئه الطاقه ان شاغرها بقي معلق اثناء فتره تسلم طوقان وزاره التربيه والتعليم لدول المتقدمه بدات تبحث عن بدائل للمفاعلات نحن بنشتري الخربان منهم مشان التقدم بلدنا بفضل الله لديها طاقه الرياح طاقه الشمس لماذا لا يتم استغلالها بدل المفاعل النووي طالما اكلنا معظمه فاسد غير صالح بسبب الجشع الطمع الفساد,Negative
1271,لما اجد فيها الا الجراح,Negative
1272,لما تكثر عليا الالتزامات يصير كل اللي نفسي اسويه استلقي على ظهري واسولف للسماء,Negative
1273,لن تموت نفس حتى تستكمل رزقها اجلها,Positive
1274,لن يقفل باب مدينتنا فانا ذاهبه لاصلي سادق على الابواب و سافتحها الابواب و ستغسل يا نهر الاردن وجهي بمياه قدسيه و ستمحو يا نهر الاردن اثار القدم الهمجيه,Positive
1275,لنفترض جدلا ان لا اضرار صحيه بيئيه سينتج عن بناء مفاعلات نوويه سلميه دعونا نفكر في الكلفه من حيث اولا: كلفه بناء عاليه جدا لعدم امتلاكنا لهذه التكنولوجيا على شكل ديون تثفل كاهل العشر اجيال القادمه  ثانيا: لنفس السبب سنستورد خبراء للتشغيل لسنوات طويله مما يزيد كلفه الطاقه ليس العكس ناهيك عن حصول اي اخطاء مفترضه مستقبلا ثالثا: اين هو المكان البعيد عن المدن في الاردن واين مصدر المياه الكافيه للتبريد رابعا:من حق المواطنين اصحاب القرار الحصول على تقرير منشور للاثر البيئي مسبقا بنفس الوقت نستطيع الحصول على نفس كميه الطاقه من الصخر الزيتي الذي نمتلك منه احتياطي هائل من الغاز الطبيعي المؤمل مستقبلا من الطاقه الشمسيه من طاقه الرياح بكلف نسبيا اقل بكثير من النووي دون اعباء ديون اضافيه,Negative
1276,لهل درجه في متخلفين في الوطن العربي؟؟؟؟؟؟,Negative
1277,لهم صارو يبيعو يشترو في البلد متل ما بدهم,Negative
1278,لو اغلقت الابواب في وجهك واظلمت الدنيا  خنقتك الدموع و ضاقت بك الارض استحضر معنى اسم الله الفتاح القادر سبحانه قادر على فتح ما انغلق من امرك,Positive
1279,لو حد يا جماعه يعرف طبيب اذن يدلني ولا شكلي هارميهم خلاص باظو,Negative
1280,لو سمحت لا تقول اخبار مغلوطه ولا ابعطيك انفولو جيب رابط الخبر وبلاش تصرف من راسك,Negative
1281,لو طلعتي من الاردن وين تروحي,Negative
1282,لو كاكا بالبرازيل كنت اعطيط لايك بس هيك فشر,Negative
1283,لو كان للحب رائحه .. لكانت رائحه القهوه في يوم ممطر,Positive
1284,لو نريد الخشوع حقا نطلق الدنيا,Positive
1285,لو يبطلو سرقه بهالخزينه الله الشعب ليعيش لكو ارحمونا حرام عليكم,Negative
1286,لو يدرس في جامعات مصر او الاردن يعرف الدراسه والعلم الحقيقي وهناك اللي يقدرون نسبته وتفوقه,Positive
1287,لو يطلع عليهم  بفضحو عرضهم كلهم,Negative
1288,لوين ندكم توصلونا الله هموم المصاريف قتلت الصغير قبل الكبير الله ياخذ حقنا منكم لا يباركلكم,Negative
1289,لى جماعه الاخوان الخسيسه كيف بدكو الوطن يتصلح وانتو قسمتوه لفريقيين كل واحد منكم اخدنا لمطرح ومش عارفين واصليين لوين,Negative
1290,ليت بعض الذكريات ينعمل لها فورمات ,Negative
1291,ليت كل ايام السنه رمضان,Positive
1292,ليتنا نستطيع الابتسامه في الاوقات المؤلمه,Positive
1293,ليس هناك شخص معاق بل هناك مجتمع يعيق,Negative
1294,ليش الطلاب فاضين يعملو مشاكل فاضين للدراسه يعني ما عندهم وقت فراغ للمشاكل,Negative
1295,ليش تتضحكو مش حلو,Negative
1296,ليش ما نتعلم من الي صار في اليابان  وروسيا  المانيا الغت نظرتها في بناء مفاعلات نوويه استخدام الطاقه البديله,Negative
1297,ليش محشورين على بعض كذا خلصت الطاولات مالقو الا الطاوله الخايسه,Negative
1298,ليش معصب يا عدوله,Negative
1299,ليش هيك معجبين على الاردني,Negative
1300,ليش يعني اخترت انه مصيره في فتح يا تافه وفي المؤتمر السادس كمان يا ابن الكلب,Negative
1301,ما اثقل دمك ما اغباك,Negative
1302,ما اجمل الاخاء,Positive
1303,ما اجمل الحياه برضى الله,Positive
1304,ما اجمل الصبر الاصرار,Positive
1305,ما اجمل الكلام والاروع ان نطبقه,Positive
1306,ما اجمل الوفاء,Positive
1307,ما اجمل ديننا الاسلامي,Positive
1308,ما اجمل من مثل هذا الحُب الصادق الشفا,Negative
1309,ما احسنهم الله يكون معهم,Positive
1310,ما احقر الاصدقاء حينما يصبحون غرباء فجاه,Negative
1311,ما احلى الوجود بقرب الله,Positive
1312,ما ارحمك يا ربى بخلقك سبحانك يا حبيبى يا الله,Positive
1313,ما اروع برنامج الطريق الى الله,Positive
1314,ما اروعهم,Positive
1315,ما ازنخ منك الى هاي اللينكات اللي بتسم البدن بتتعب يعني لما توخد الصوره وتنزلها تنزيل عادي,Negative
1316,ما ازنخك انت مقالاتك,Negative
1317,ما اسخفك,Negative
1318,ما اضيق العيش لولا فسحه الامل  الحمد لله,Positive
1319,ما اقسى غربه الروح,Negative
1320,ما الزه شكله بشهي بدييييي,Positive
1321,ما انا شطبت,Negative
1322,ما بتحبو حد,Negative
1323,ما بدي غير 10 يعملو لايك للبيج,Negative
1324,"ما بقى للسحيجه اشي يسترزقوا منه ،فضائح شركه الولاء وموارد والفوسفات والفساد عادت الى الواجهه .",Negative
1325,ما بكره حد قدك,Negative
1326,ما حد بيتحكم فيي,Negative
1327,ما سال لله الهادي الخالق,Positive
1328,ما شاء الله ... ونعم التعليم في الاردن .... ابدعوا الشباب !!!,Positive
1329,ما شاء الله العطله ماثر عليكوا كتير صبايا الكل بحكي حبيبتي وحبي وبلمدرسه كل واحد بكشر من جهه,Negative
1330,ما شاء الله الله يثبتك,Positive
1331,ما شاء الله جميله جدا,Positive
1332,ما شاء الله على هلتفائل الي عنده,Positive
1333,ما شاء الله والله انها امر متل الكرتون,Negative
1334,ما عندهم هو قله احترام للمشتركين وفله ادب تجاه المشاهدين,Negative
1335,ما في احلى من التفائل الواحد بعيش مرتاح,Positive
1336,ما في احلى من الفرح,Positive
1337,ما في احلى من انه الواحد يوكل وينام,Positive
1338,ما في داعي لمصايب جديده للبشر وللبيئه,Negative
1339,ما فيها شك,Positive
1340,ما هيك بيقولوا للاسف ما عجبت حدا انت جاهل يا هذا ليس هكذا تدعو الناس لقول لا اله الا الله محمد رسول الله انت غبي يا صاحبل هذا البوست لا تفقه شيئا من العلم الدين انت هيك تبين انك في قمه الجهل العار قل كلاما جيدا محببا لا تتلفظ بالكلام السيئ انما تعجبنا كلنا لو قلت انطقوا بالشهادتين يا اولي الالباب,Negative
1341,ما يستحون هم جايين لو انا منهم اروح اقشر بصل,Negative
1342,مابتحكي معه هيك انزلع لاعاد اشووفك جلطتني,Negative
1343,مات في القريه قردا فاسترحنا من اذاه خلف الملعون عجوزا فاق في الخرف اباه,Negative
1344,ماجمل الحب الاخوه في الله ان نخاف على بعضنا حتى في علاقتنا مع ربنا شئ رائع جدا,Positive
1345,ماخاب من دعا الى الله,Positive
